date,city,weather_condition,rain_probability,temperature
2026-08-22,Hyderabad,Rain,0.55,33
2026-08-22,Pune,Heavy Rain,0.93,31
2026-08-22,Mysuru,Rain,0.41,30
2026-08-22,Kochi,Heavy Rain,0.82,37
2026-08-23,Chennai,Rain,0.51,34
2026-08-23,Vellore,Rain,0.63,37
2026-08-23,Bengaluru,Heavy Rain,0.82,38
2026-08-23,Visakhapatnam,Rain,0.5,32
2026-08-23,Coimbatore,Heavy Rain,0.86,38
2026-08-23,Vijayawada,Rain,0.55,33
2026-08-23,Hyderabad,Rain,0.42,32
2026-08-23,Pune,Rain,0.42,35
2026-08-23,Mysuru,Heavy Rain,0.83,34
2026-08-23,Kochi,Rain,0.52,38
2026-08-24,Chennai,Heavy Rain,0.73,36
2026-08-24,Vellore,Heavy Rain,0.78,37
2026-08-24,Bengaluru,Heavy Rain,0.71,36
2026-08-24,Visakhapatnam,Heavy Rain,0.74,37
2026-08-24,Coimbatore,Rain,0.68,28
2026-08-24,Vijayawada,Rain,0.65,34
2026-08-24,Hyderabad,Rain,0.49,34
2026-08-24,Pune,Rain,0.41,33
2026-08-24,Mysuru,Heavy Rain,0.77,34
2026-08-24,Kochi,Rain,0.63,28
2026-08-25,Chennai,Rain,0.65,36
2026-08-25,Vellore,Rain,0.53,31
2026-08-25,Bengaluru,Rain,0.54,33
2026-08-25,Visakhapatnam,Heavy Rain,0.76,36
2026-08-25,Coimbatore,Heavy Rain,0.75,29
2026-08-25,Vijayawada,Rain,0.48,30
2026-08-25,Hyderabad,Rain,0.63,38
2026-08-25,Pune,Rain,0.47,35
2026-08-25,Mysuru,Heavy Rain,0.83,28
2026-08-25,Kochi,Rain,0.57,33
2026-08-26,Chennai,Heavy Rain,0.76,36
2026-08-26,Vellore,Heavy Rain,0.8,30
2026-08-26,Bengaluru,Heavy Rain,0.93,33
2026-08-26,Visakhapatnam,Heavy Rain,0.81,32
2026-08-26,Coimbatore,Heavy Rain,0.92,28
2026-08-26,Vijayawada,Rain,0.51,31
2026-08-26,Hyderabad,Rain,0.63,36
2026-08-26,Pune,Heavy Rain,0.85,33
2026-08-26,Mysuru,Rain,0.69,35
2026-08-26,Kochi,Heavy Rain,0.76,37
2026-08-27,Chennai,Heavy Rain,0.9,37
2026-08-27,Vellore,Rain,0.42,29
2026-08-27,Bengaluru,Heavy Rain,0.8,37
2026-08-27,Visakhapatnam,Heavy Rain,0.91,36
2026-08-27,Coimbatore,Heavy Rain,0.78,36
2026-08-27,Vijayawada,Heavy Rain,0.76,28
2026-08-27,Hyderabad,Rain,0.52,36
2026-08-27,Pune,Rain,0.68,38
2026-08-27,Mysuru,Rain,0.57,31
2026-08-27,Kochi,Rain,0.65,29
2026-08-28,Chennai,Heavy Rain,0.71,32
2026-08-28,Vellore,Heavy Rain,0.93,33
2026-08-28,Bengaluru,Heavy Rain,0.75,29
2026-08-28,Visakhapatnam,Rain,0.46,28
2026-08-28,Coimbatore,Heavy Rain,0.74,34
2026-08-28,Vijayawada,Rain,0.64,34
2026-08-28,Hyderabad,Rain,0.64,37
2026-08-28,Pune,Rain,0.48,37
2026-08-28,Mysuru,Rain,0.54,34
2026-08-28,Kochi,Rain,0.45,37
2026-08-29,Chennai,Heavy Rain,0.75,38
2026-08-29,Vellore,Rain,0.47,38
2026-08-29,Bengaluru,Heavy Rain,0.89,30
2026-08-29,Visakhapatnam,Heavy Rain,0.91,31
2026-08-29,Coimbatore,Heavy Rain,0.91,36
2026-08-29,Vijayawada,Heavy Rain,0.85,29
2026-08-29,Hyderabad,Heavy Rain,0.88,28
2026-08-29,Pune,Rain,0.53,33
2026-08-29,Mysuru,Rain,0.47,30
2026-08-29,Kochi,Rain,0.46,29
2026-08-30,Chennai,Rain,0.63,37
2026-08-30,Vellore,Heavy Rain,0.87,36
2026-08-30,Bengaluru,Heavy Rain,0.77,34
2026-08-30,Visakhapatnam,Heavy Rain,0.89,30
2026-08-30,Coimbatore,Heavy Rain,0.71,28
2026-08-30,Vijayawada,Heavy Rain,0.83,36
2026-08-30,Hyderabad,Rain,0.66,32
2026-08-30,Pune,Rain,0.5,37
2026-08-30,Mysuru,Rain,0.58,33
2026-08-30,Kochi,Heavy Rain,0.77,37
2026-08-31,Chennai,Heavy Rain,0.71,30
2026-08-31,Vellore,Rain,0.67,31
2026-08-31,Bengaluru,Rain,0.55,33
2026-08-31,Visakhapatnam,Rain,0.45,29
2026-08-31,Coimbatore,Rain,0.62,28
2026-08-31,Vijayawada,Heavy Rain,0.75,36
2026-08-31,Hyderabad,Rain,0.5,30
2026-08-31,Pune,Rain,0.57,34
2026-08-31,Mysuru,Heavy Rain,0.71,28
2026-08-31,Kochi,Rain,0.62,31
